,Unnamed: 0,Unnamed: 0.1,Title,Document,EPA Comment Letter Date,Federal Register Date,Agency,State,name,normalized_agency,new_name,normalized,new_Agency
1292,1292,1292,Starry Goat,Draft,9/7/17,7/28/17,Forest Service,MT,EisDocuments-236490;CommentLetters-236490,FS,EisDocuments-236490,fs,Forest Service
1293,1293,1293,Starry Goat,Final,6/11/18,5/21/18,Forest Service,MT,EisDocuments-249842,FS,EisDocuments-249842,fs,Forest Service
1294,1294,1294,State Route 241-91 Tolled Express Lanes Connector Project,Draft Supplement,1/5/17,11/10/16,California Department of Transportation,Multi,EisDocuments-220561;CommentLetters-220561,CDoT,EisDocuments-220561,cdot,California Department of Transportation
1295,1295,1295,State Route 58 (SR-58) Hinkley Expressway Project Grade Separate Widen and Realign San Bernardino County CA,Draft,2/19/13,1/4/13,Federal Highway Administration,CA,EisDocuments-80040;CommentLetters-80040,FHA,EisDocuments-80040,fha,Federal Highway Administration
1296,1296,1296,State Route 58 (SR-58) Kramer Junction Expressway Project,Draft,8/19/13,7/5/13,Federal Highway Administration,CA,EisDocuments-88129;CommentLetters-88129,FHA,EisDocuments-88129,fha,Federal Highway Administration
1297,1297,1297,State Route 58 (SR-58) Kramer Junction Expressway Project,Final,8/15/14,7/18/14,Department of Transportation,CA,EisDocuments-87886;CommentLetters-87886,DoT,EisDocuments-87886,dot,Department of Transportation
1298,1298,1298,State Route 58 Hinkley Expressway Project,Final,8/12/13,7/12/13,Federal Highway Administration,CA,EisDocuments-88130;CommentLetters-88130,FHA,EisDocuments-88130,fha,Federal Highway Administration
1299,1299,1299,State Route 79 Realignment Project Domenigoni Parkway to Gilman Springs Road Riverside County CA,Draft,3/22/13,2/8/13,Federal Highway Administration,CA,EisDocuments-88078;CommentLetters-88078,FHA,EisDocuments-88078,fha,Federal Highway Administration
1300,1300,1300,Stateline Solar Farm Project Proposed Final Plan Amendment,Final,12/16/13,11/8/13,Bureau of Land Management,CA,EisDocuments-88557;CommentLetters-88557,BoLM,EisDocuments-88557,bolm,Bureau of Land Management
1301,1301,1301,Stateline Solar Farm Project San Bernardino County CA,Draft,2/21/13,11/23/12,Bureau of Land Management,CA,EisDocuments-75911;CommentLetters-75911,BoLM,EisDocuments-75911,bolm,Bureau of Land Management
1302,1302,1302,Steamboat Ski Area Improvements,Final,7/17/18,6/8/18,Forest Service,CO,EisDocuments-251090;CommentLetters-251090,FS,EisDocuments-251090,fs,Forest Service
1303,1303,1303,Steller Sea Lion Protection Measures for Groundfish Fisheries in the Bering Sea and Aleutian Islands Management Area,Draft,7/12/13,5/17/13,National Marine Fisheries Service,AK,EisDocuments-88338;CommentLetters-88338,NMFS,EisDocuments-88338,nmfs,National Marine Fisheries Service
1304,1304,1304,Steller Sea Lion Protection Measures for Groundfish Fisheries in the Bering Sea and Aleutian Islands Management Area,Final,6/20/14,5/23/14,National Marine Fisheries Service,AK,EisDocuments-88364;CommentLetters-88364,NMFS,EisDocuments-88364,nmfs,National Marine Fisheries Service
1305,1305,1305,Sterling Highway MP 45 - 60 Project,Draft Supplement,5/26/15,3/27/15,Federal Highway Administration,AK,EisDocuments-89295;CommentLetters-89295,FHA,EisDocuments-89295,fha,Federal Highway Administration
1306,1306,1306,Stockbridge-Munsee Community Proposed Fee to Trust Conveyance of Property and Casino Project,Final,3/3/14,1/31/14,Bureau of Indian Affairs,NY,EisDocuments-87823;CommentLetters-87823,BoIA,EisDocuments-87823,boia,Bureau of Indian Affairs
1307,1307,1307,Stonewall Vegetation Project,Draft,5/28/13,5/3/13,Forest Service,MT,EisDocuments-88138;CommentLetters-88138,FS,EisDocuments-88138,fs,Forest Service
1308,1308,1308,Stonewall Vegetation Project,Draft Supplement,0,11/30/18,Forest Service,MT,EisDocuments-262552,FS,EisDocuments-262552,fs,Forest Service
1309,1309,1309,Stonewall Vegetation Project,Final,9/3/15,8/21/15,Forest Service,MT,EisDocuments-174844,FS,EisDocuments-174844,fs,Forest Service
1310,1310,1310,Strategic Community Fuelbreak Improvement Project,Draft,3/9/17,1/27/17,Forest Service,CA,EisDocuments-227398;CommentLetters-227398,FS,EisDocuments-227398,fs,Forest Service
1311,1311,1311,Strategic Community Fuelbreak Improvement Project,Final,0,9/28/18,Forest Service,CA,EisDocuments-258409,FS,EisDocuments-258409,fs,Forest Service
1312,1312,1312,Sugarloaf Hazardous Fuels Reduction,Final,7/24/14,6/27/14,Forest Service,CA,EisDocuments-87792,FS,EisDocuments-87792,fs,Forest Service
1313,1313,1313,Sugarloaf Hazardous Fuels Reduction Project,Draft,9/9/13,7/26/13,Forest Service,CA,EisDocuments-88190;CommentLetters-88190,FS,EisDocuments-88190,fs,Forest Service
1314,1314,1314,Summit Logan Valley Grazing Authorization Project,Final,1/30/14,11/22/13,Forest Service,OR,EisDocuments-88293,FS,EisDocuments-88293,fs,Forest Service
1315,1315,1315,Summit Logan Valley Grazing Authorization Project Prairie City Ranger District Malheur National Forest Grant County OR,Draft,12/17/12,11/2/12,Forest Service,OR,EisDocuments-86784;CommentLetters-86784,FS,EisDocuments-86784,fs,Forest Service
1316,1316,1316,Sun Valley to Morgan 500/230kV Transmission Line Project and Draft Resource Management Plan Amendment Maricopa County AZ,Draft,2/8/13,11/9/12,Bureau of Land Management,AZ,EisDocuments-76407;CommentLetters-76407,BoLM,EisDocuments-76407,bolm,Bureau of Land Management
1317,1317,1317,SunZia Southwest Transmission Project Proposed Resource Management Plan Amendments,Final,7/15/13,6/14/13,Bureau of Land Management,NM,EisDocuments-89028;CommentLetters-89028,BoLM,EisDocuments-89028,bolm,Bureau of Land Management
1318,1318,1318,Suncreek Specific Plan,Final,12/6/13,11/8/13,U.S. Army Corps of Engineers,CA,EisDocuments-87925;CommentLetters-87925,UACoE,EisDocuments-87925,uacoe,US Army Corps of Engineers
1319,1319,1319,Sunnydale-Velasco HOPE SF Master Plan Project,Draft,2/13/15,12/19/14,Department of Housing and Urban Development,CA,EisDocuments-89147;CommentLetters-89147,DoHaUD,EisDocuments-89147,dohaud,Department of Housing and Urban Development
1320,1320,1320,Sunnydale-Velasco HOPE SF Master Plan Project,Final,0,7/10/15,Department of Housing and Urban Development,CA,EisDocuments-172174,DoHaUD,EisDocuments-172174,dohaud,Department of Housing and Urban Development
1321,1321,1321,Sunrise Vegetation and Fuels Management,Draft,0,6/8/18,Forest Service,WA,EisDocuments-251081,FS,EisDocuments-251081,fs,Forest Service
1322,1322,1322,Supplement to the Final EIS for Invasive Plant Control Project,Final Supplement,6/25/18,5/11/18,Forest Service,NM,EisDocuments-249649;CommentLetters-249649,FS,EisDocuments-249649,fs,Forest Service
1323,1323,1323,Surface Coal and Lignite Mining,Final,0,4/29/16,U.S. Army Corps of Engineers,TX,EisDocuments-206821;CommentLetters-206821,UACoE,EisDocuments-206821,uacoe,US Army Corps of Engineers
1324,1324,1324,Surface Coal and Lignite Mining in Texas,Draft,9/8/15,7/17/15,U.S. Army Corps of Engineers,TX,EisDocuments-172759;CommentLetters-172759,UACoE,EisDocuments-172759,uacoe,US Army Corps of Engineers
1325,1325,1325,Surveillance Towed Array Sensor System (SURTASS LFA) Sonar,Draft Supplement,10/19/18,9/7/18,United States Navy,Multi,EisDocuments-256622;CommentLetters-256622,USN,EisDocuments-256622,usn,United States Navy
1326,1326,1326,Surveillance Towed Array Sensor System Low Frequency Active (SURTASS LFA) Sonar,Draft Supplement,10/11/16,8/26/16,United States Navy,Multi,EisDocuments-216336;CommentLetters-216336,USN,EisDocuments-216336,usn,United States Navy
1327,1327,1327,Surveillance Towed Array Sensor System Low Frequency Active (SURTASS LFA) Sonar Systems,Third Draft Supplemental,10/20/14,10/24/14,United States Navy,HI,EisDocuments-88434,USN,EisDocuments-88434,usn,United States Navy
1328,1328,1328,Sutter Basin Pilot Draft Feasibility Study,Draft Supplement,7/25/13,6/14/13,U.S. Army Corps of Engineers,CA,EisDocuments-87860;CommentLetters-87860,UACoE,EisDocuments-87860,uacoe,US Army Corps of Engineers
1329,1329,1329,Sutter Basin Pilot Feasibility Study,Final Supplement,12/19/13,11/29/13,U.S. Army Corps of Engineers,CA,EisDocuments-87928;CommentLetters-87928,UACoE,EisDocuments-87928,uacoe,US Army Corps of Engineers
1330,1330,1330,Swan Lake North Pumped Storage Project,Draft,10/15/18,8/31/18,Federal Energy Regulatory Commission,OR,EisDocuments-256281;CommentLetters-256281,FERC,EisDocuments-256281,ferc,Federal Energy Regulatory Commission
1331,1331,1331,Sweetheart Lake Hydroelectric Project Final Environmental Impact Statement,Final,0,6/10/16,Federal Energy Regulatory Commission,AK,EisDocuments-209625,FERC,EisDocuments-209625,ferc,Federal Energy Regulatory Commission
1332,1332,1332,TIER 2 - Elgin O'Hare - West Bypass Extending the Planning Period from 2030 to 2040 Federal Approvals and Funding Cook and DuPage Counties IL,Second Final,12/5/12,11/9/12,Federal Highway Administration,IL,EisDocuments-80015;CommentLetters-80015,FHA,EisDocuments-80015,fha,Federal Highway Administration
1333,1333,1333,Tahoe National Forest Over-snow Vehicle Use Designation,Draft,5/24/18,4/13/18,Forest Service,CA,EisDocuments-247302;CommentLetters-247302,FS,EisDocuments-247302,fs,Forest Service
1334,1334,1334,Targhee National Forest Lynx Analysis Units,Draft,0,11/20/15,Forest Service,ID,EisDocuments-182766;CommentLetters-182766,FS,EisDocuments-182766,fs,Forest Service
1335,1335,1335,Teckla-Osage-Rapid City 230 kV Transmission Line Project,Draft,2/10/14,12/27/13,Forest Service,SD,EisDocuments-88341;CommentLetters-88341,FS,EisDocuments-88341,fs,Forest Service
1336,1336,1336,Tehachapi Renewable Transmission Project,Final Supplement,10/29/13,10/25/13,Forest Service,CA,EisDocuments-88246;CommentLetters-88246,FS,EisDocuments-88246,fs,Forest Service
1337,1337,1337,Tehachapi Renewable Transmission Project,Second Draft Supplemental,6/3/13,4/19/13,Forest Service,CA,EisDocuments-88137;CommentLetters-88137,FS,EisDocuments-88137,fs,Forest Service
1338,1338,1338,Tehachapi Uplands Multiple Species Habitat Conservation Plan (TUMSHCP) Propose Issuance of a 50-Year Incidental Take Permit for 27 Federal- and State-Listed and Unlisted Species New Information and a Revised Range of Alternatives Kern County CA,Final,11/20/12,10/26/12,Fish and Wildlife Service,CA,EisDocuments-88786;CommentLetters-88786,FaWS,EisDocuments-88786,faws,Fish and Wildlife Service
1339,1339,1339,Telegraph Vegetation Project,Draft,8/12/15,7/10/15,Forest Service,MT,EisDocuments-172185;CommentLetters-172185,FS,EisDocuments-172185,fs,Forest Service
1340,1340,1340,Ten Cent Community Wildfire Protection Project,Draft,12/5/16,10/21/16,Forest Service,OR,EisDocuments-219178;CommentLetters-219178,FS,EisDocuments-219178,fs,Forest Service
1341,1341,1341,Ten Lakes Travel Management Project,Draft,2/14/17,12/16/16,Forest Service,MT,EisDocuments-223654;CommentLetters-223654,FS,EisDocuments-223654,fs,Forest Service
1342,1342,1342,Ten West Link 500kV Transmission Line Project Draft Environmental Impact Statement and Draft Resource Management Plan Amendments,Draft,11/19/18,8/31/18,Bureau of Land Management,Multi,EisDocuments-256166;CommentLetters-256166,BoLM,EisDocuments-256166,bolm,Bureau of Land Management
1343,1343,1343,Teton to Snake Fuels Management,Final,3/14/17,2/24/17,Forest Service,WY,EisDocuments-228193,FS,EisDocuments-228193,fs,Forest Service
1344,1344,1344,Texas LNG Project,Draft,0,11/2/18,Federal Energy Regulatory Commission,TX,EisDocuments-260678,FERC,EisDocuments-260678,ferc,Federal Energy Regulatory Commission
1345,1345,1345,The Federal Bureau of Investigation Central Records Complex,Draft Supplement,0,8/21/15,General Services Administration,VA,EisDocuments-174826;CommentLetters-174826,GSA,EisDocuments-174826,gsa,General Services Administration
1346,1346,1346,The Flathead National Forest Land Management Plan and the NCDE Grizzly Bear Plan Amendments,Final,0,11/23/18,Forest Service,MT,EisDocuments-262361,FS,EisDocuments-262361,fs,Forest Service
1347,1347,1347,The Great Lakes and Mississippi River Interbasin Study - Brandon Road,Draft,11/1/17,8/18/17,U.S. Army Corps of Engineers,IL,EisDocuments-237172;CommentLetters-237172,UACoE,EisDocuments-237172,uacoe,US Army Corps of Engineers
1348,1348,1348,"The Great Lakes and Mississippi River Interbasin Study - Brandon Road Integrated Feasiblity Study and Environmental Impact Statement - Will County, Illinois",Final,0,11/23/18,U.S. Army Corps of Engineers,IL,EisDocuments-262401,UACoE,EisDocuments-262401,uacoe,US Army Corps of Engineers
1349,1349,1349,The Mariana Islands Training and Testing,Draft,12/12/13,9/13/13,United States Navy,GU,EisDocuments-88448;CommentLetters-88448,USN,EisDocuments-88448,usn,United States Navy
1350,1350,1350,The Modernization and Repair of Piers 2 and 3 at Military Ocean Terminal Concord,Final,4/6/15,3/6/15,United States Army,CA,EisDocuments-89265;CommentLetters-89265,USA,EisDocuments-89265,usa,United States Army
1351,1351,1351,The Plaquemines LNG and Gator Express Pipeline Project,Draft,0,11/23/18,Federal Energy Regulatory Commission,LA,EisDocuments-262063,FERC,EisDocuments-262063,ferc,Federal Energy Regulatory Commission
1352,1352,1352,The Pokagon Band of Potawatomi Indians Fee-to-Trust Transfer for Tribal Village and Casino,Final,8/22/16,7/22/16,Bureau of Indian Affairs,IN,EisDocuments-211997;CommentLetters-211997,BoIA,EisDocuments-211997,boia,Bureau of Indian Affairs
1353,1353,1353,"The Sevier Playa Potash Project, Utah",Draft,0,11/30/18,Bureau of Land Management,UT,EisDocuments-262572,BoLM,EisDocuments-262572,bolm,Bureau of Land Management
1354,1354,1354,Thompson Creek Mine Expansion and Public Land Disposal Proposed Resource Management Plan Amendment,Final,5/11/15,3/27/15,Bureau of Land Management,ID,EisDocuments-89296;CommentLetters-89296,BoLM,EisDocuments-89296,bolm,Bureau of Land Management
1355,1355,1355,Thunder Bay National Marine Sanctuary Boundary Expansion,Final,9/2/14,8/1/14,National Oceanic and Atmospheric Administration,MI,EisDocuments-87949;CommentLetters-87949,NOaAA,EisDocuments-87949,noaaa,National Oceanic and Atmospheric Administration
1356,1356,1356,Thunder Bay National Marine Sanctuary: Boundary Expansion,Draft,6/27/13,6/14/13,National Oceanic and Atmospheric Administration,MI,EisDocuments-88383;CommentLetters-88383,NOaAA,EisDocuments-88383,noaaa,National Oceanic and Atmospheric Administration
1357,1357,1357,Tier 1 - US 220 National Highway System(NHS) between I-68 and Corridor H (US 220),Final,5/19/14,4/11/14,Federal Highway Administration,WV,EisDocuments-88203;CommentLetters-88203,FHA,EisDocuments-88203,fha,Federal Highway Administration
1358,1358,1358,Tier 1- State Route 180 Westside Expressway,Final,4/29/13,3/15/13,Federal Highway Administration,CA,EisDocuments-88082;CommentLetters-88082,FHA,EisDocuments-88082,fha,Federal Highway Administration
1359,1359,1359,Tier 2 - Mars 2020 Mission,D2,7/28/14,6/6/14,National Aeronautics and Space Administration,FL,EisDocuments-88521;CommentLetters-88521,NAaSA,EisDocuments-88521,naasa,National Aeronautics and Space Administration
1360,1360,1360,Tier 2 - Mars 2020 Mission,Second Final,12/9/14,11/14/14,National Aeronautics and Space Administration,FL,EisDocuments-88527;CommentLetters-88527,NAaSA,EisDocuments-88527,naasa,National Aeronautics and Space Administration
1361,1361,1361,Tiering FEIS - U.S. Coast Guard Rulemaking for Dry Cargo Residue Discharges in the Great Lakes,Second Final,11/25/13,11/1/13,U.S. Coast Guard,Multi,EisDocuments-88037;CommentLetters-88037,UCG,EisDocuments-88037,ucg,US Coast Guard
1362,1362,1362,Tobias Ecosystem Restoration Project,Draft,5/19/16,4/8/16,Forest Service,CA,EisDocuments-206098;CommentLetters-206098,FS,EisDocuments-206098,fs,Forest Service
1363,1363,1363,Toledo Bend Hydroelectric Project No. 2305-036,Draft,8/5/13,6/21/13,Federal Energy Regulatory Commission,TX,EisDocuments-88033;CommentLetters-88033,FERC,EisDocuments-88033,ferc,Federal Energy Regulatory Commission
1364,1364,1364,Toledo Bend Hydroelectric Relicensing Project No. 2305-036,Final,1/27/14,12/27/13,Federal Energy Regulatory Commission,LA,EisDocuments-88036;CommentLetters-88036,FERC,EisDocuments-88036,ferc,Federal Energy Regulatory Commission
1365,1365,1365,Tollgate Fuels Reduction Project Umatilla National Forest Walla Walla Ranger District Umatilla and Union Counties OR,Draft,2/12/13,12/31/12,Forest Service,OR,EisDocuments-86815;CommentLetters-86815,FS,EisDocuments-86815,fs,Forest Service
1366,1366,1366,Tongass Land and Resource Management Plan Amendment,Draft,2/22/16,11/20/15,Department of Agriculture,AK,EisDocuments-182981;CommentLetters-182981,DoA,EisDocuments-182981,doa,Department of Agriculture
1367,1367,1367,Tonto National Forest Travel Management,Draft,9/17/14,7/3/14,Forest Service,AZ,EisDocuments-87837;CommentLetters-87837,FS,EisDocuments-87837,fs,Forest Service
1368,1368,1368,Town of Ocean Isle Beach Shoreline Management Project,Draft,3/6/15,1/30/15,U.S. Army Corps of Engineers,NC,EisDocuments-89201;CommentLetters-89201,UACoE,EisDocuments-89201,uacoe,US Army Corps of Engineers
1369,1369,1369,Townsend Project,Final,4/26/18,4/13/18,Forest Service,WI,EisDocuments-247183;CommentLetters-247183,FS,EisDocuments-247183,fs,Forest Service
